"MGRS_10km","n.taxa","n.neigh","ratio","diff"
"29TNH73",62,455,6.33870967741935,393
"29TNH76",192,405,1.109375,213
"29TNH75",55,473,7.6,418
"29TNH67",105,361,2.43809523809524,256
"29TNH66",22,293,12.3181818181818,271
"29TNH69",185,477,1.57837837837838,292
"29TNH68",117,435,2.71794871794872,318
"29TNH61",80,301,2.7625,221
"29TNH60",84,266,2.16666666666667,182
"29TNH63",148,392,1.64864864864865,244
"29TNH62",129,352,1.72868217054264,223
"29TNH65",40,374,8.35,334
"29TNH64",34,365,9.73529411764706,331
"29TNH56",26,228,7.76923076923077,202
"29TNH55",18,234,12,216
"29TNH58",50,387,6.74,337
"29TNH57",39,285,6.30769230769231,246
"29TNH59",106,456,3.30188679245283,350
"29TNH92",11,326,28.6363636363636,315
"29TNH91",70,362,4.17142857142857,292
"29TNH94",163,489,2,326
"29TNH93",71,394,4.54929577464789,323
"29TNH96",40,458,10.45,418
"29TNH95",94,506,4.38297872340426,412
"29TNH98",45,376,7.35555555555556,331
"29TNH97",20,356,16.8,336
"29TNH90",48,434,8.04166666666667,386
"29TNH89",75,291,2.88,216
"29TNH88",120,328,1.73333333333333,208
"29TNH81",24,239,8.95833333333333,215
"29TNH80",25,292,10.68,267
"29TNH83",93,445,3.78494623655914,352
"29TNH82",65,271,3.16923076923077,206
"29TNH85",230,527,1.29130434782609,297
"29TNH84",236,514,1.17796610169492,278
"29TNH87",135,346,1.56296296296296,211
"29TNH86",47,421,7.95744680851064,374
"29TNH78",98,429,3.37755102040816,331
"29TNH77",155,384,1.47741935483871,229
"29TNH79",85,464,4.45882352941176,379
"29TPG31",122,606,3.9672131147541,484
"29TPG30",188,546,1.90425531914894,358
"29TPG33",164,557,2.39634146341463,393
"29TPG32",198,556,1.80808080808081,358
"29TPG35",25,382,14.28,357
"29TPG34",71,451,5.35211267605634,380
"29TPG26",44,300,5.81818181818182,256
"29TPG25",31,348,10.2258064516129,317
"29TPG28",123,539,3.38211382113821,416
"29TPG27",95,397,3.17894736842105,302
"29TPG29",188,599,2.18617021276596,411
"29TPG20",244,554,1.27049180327869,310
"29TPG22",227,588,1.59030837004405,361
"29TPG21",206,618,2,412
"29TPG24",191,460,1.40837696335079,269
"29TPG23",143,593,3.14685314685315,450
"29TPG15",30,306,9.2,276
"29TPG14",12,557,45.4166666666667,545
"29TPG17",20,286,13.3,266
"29TPG16",22,187,7.5,165
"29TPG19",171,605,2.53801169590643,434
"29TPG18",77,460,4.97402597402597,383
"29TPG51",102,622,5.09803921568627,520
"29TPG50",126,508,3.03174603174603,382
"29TPG53",299,757,1.53177257525084,458
"29TPG52",244,703,1.88114754098361,459
"29TPG55",85,706,7.30588235294118,621
"29TPG54",325,720,1.21538461538462,395
"29TPG57",234,765,2.26923076923077,531
"29TPG56",286,638,1.23076923076923,352
"29TPG48",257,730,1.84046692607004,473
"29TPG47",118,705,4.97457627118644,587
"29TPG49",274,734,1.67883211678832,460
"29TPG40",256,483,0.88671875,227
"29TPG42",121,548,3.52892561983471,427
"29TPG41",115,527,3.58260869565217,412
"29TPG44",28,539,18.25,511
"29TPG43",215,583,1.71162790697674,368
"29TPG46",67,563,7.40298507462687,496
"29TPG45",48,595,11.3958333333333,547
"29TPG37",182,517,1.84065934065934,335
"29TPG36",123,348,1.82926829268293,225
"29TPG39",145,711,3.90344827586207,566
"29TPG38",85,657,6.72941176470588,572
"29TPG11",163,621,2.80981595092025,458
"29TPG10",164,587,2.57926829268293,423
"29TPG13",240,652,1.71666666666667,412
"29TPG12",253,657,1.59683794466403,404
"29TQJ20",84,743,7.84523809523809,659
"29TQJ22",124,584,3.70967741935484,460
"29TQJ21",163,701,3.30061349693252,538
"29TPG04",60,528,7.8,468
"29TPG03",315,593,0.882539682539683,278
"29TPG06",14,229,15.3571428571429,215
"29TPG05",42,267,5.35714285714286,225
"29TPG08",67,506,6.55223880597015,439
"29TPG07",24,400,15.6666666666667,376
"29TQJ12",174,469,1.69540229885057,295
"29TPG09",117,589,4.03418803418803,472
"29TPG00",196,562,1.86734693877551,366
"29TPG02",151,632,3.18543046357616,481
"29TPG01",211,568,1.69194312796209,357
"29TQJ11",176,555,2.15340909090909,379
"29TQJ10",109,571,4.23853211009174,462
"29TNJ70",128,522,3.078125,394
"29TNJ72",201,586,1.91542288557214,385
"29TNJ71",70,585,7.35714285714286,515
"29TNJ74",19,346,17.2105263157895,327
"29TNJ73",193,496,1.5699481865285,303
"29TQJ02",192,549,1.859375,357
"29TQJ01",293,604,1.06143344709898,311
"29TQJ40",48,677,13.1041666666667,629
"29TQJ42",30,471,14.7,441
"29TQJ41",21,635,29.2380952380952,614
"29TQJ43",3,264,87,261
"29TNJ61",245,620,1.53061224489796,375
"29TNJ60",206,595,1.88834951456311,389
"29TNJ63",4,425,105.25,421
"29TNJ62",211,597,1.82938388625592,386
"29TQJ31",341,675,0.979472140762463,334
"29TQJ30",371,716,0.929919137466307,345
"29TQJ32",252,542,1.15079365079365,290
"29TNJ90",94,263,1.79787234042553,169
"29TNJ92",147,425,1.89115646258503,278
"29TNJ91",91,325,2.57142857142857,234
"29TNJ94",66,380,4.75757575757576,314
"29TNJ93",138,458,2.31884057971015,320
"29TQJ23",50,401,7.02,351
"29TNJ81",81,370,3.5679012345679,289
"29TNJ80",78,255,2.26923076923077,177
"29TNJ83",196,482,1.45918367346939,286
"29TNJ82",140,472,2.37142857142857,332
"29TNJ84",159,404,1.54088050314465,245
"29TPG73",544,1139,1.09375,595
"29TPG72",701,1064,0.517831669044223,363
"29TPG75",286,1259,3.4020979020979,973
"29TPG74",480,1183,1.46458333333333,703
"29TPG77",394,1202,2.0507614213198,808
"29TPG76",455,1216,1.67252747252747,761
"29TPG79",379,1328,2.50395778364116,949
"29TPG78",210,1163,4.53809523809524,953
"29TPG71",319,1007,2.15673981191223,688
"29TPG70",455,816,0.793406593406593,361
"29TPG69",297,983,2.30976430976431,686
"29TPG62",380,929,1.44473684210526,549
"29TPG61",116,911,6.85344827586207,795
"29TPG64",288,940,2.26388888888889,652
"29TPG63",444,988,1.22522522522523,544
"29TPG66",262,877,2.34732824427481,615
"29TNJ10",3,116,37.6666666666667,113
"29TPG65",145,1003,5.91724137931034,858
"29TPG68",138,949,5.8768115942029,811
"29TPG67",71,915,11.887323943662,844
"29TPG60",214,740,2.45794392523365,526
"29TNJ50",36,582,15.1666666666667,546
"29TNJ52",89,485,4.44943820224719,396
"29TNJ51",213,567,1.66197183098592,354
"29TPG59",221,825,2.73303167420814,604
"29TPG58",292,796,1.72602739726027,504
"29TPG95",598,1247,1.08528428093645,649
"29TPG94",423,1215,1.87234042553191,792
"29TPG97",262,1259,3.80534351145038,997
"29TPG96",455,1242,1.72967032967033,787
"29TPG99",524,1415,1.70038167938931,891
"29TPG98",474,1221,1.57594936708861,747
"29TPG91",207,990,3.78260869565217,783
"29TPG90",311,850,1.73311897106109,539
"29TPG93",419,1129,1.6945107398568,710
"29TPG92",454,1052,1.31718061674009,598
"29TNJ40",90,377,3.18888888888889,287
"29TPG84",405,1262,2.11604938271605,857
"29TPG83",689,1149,0.667634252539913,460
"29TPG86",923,1270,0.375947995666306,347
"29TPG85",557,1310,1.35188509874327,753
"29TPG88",545,1197,1.19633027522936,652
"29TPG87",489,1232,1.51942740286299,743
"29TPG89",584,1439,1.46404109589041,855
"29TPG80",380,854,1.24736842105263,474
"29TPG82",724,1088,0.502762430939227,364
"29TPG81",312,1036,2.32051282051282,724
"29TQG01",345,995,1.88405797101449,650
"29TQG00",407,945,1.32186732186732,538
"29TQG03",353,973,1.75637393767705,620
"29TQG02",440,987,1.24318181818182,547
"29TQG21",398,1039,1.6105527638191,641
"29TQG20",306,1070,2.49673202614379,764
"29TQG23",190,860,3.52631578947368,670
"29TQG22",352,905,1.57102272727273,553
"29TQG25",179,774,3.32402234636872,595
"29TQG24",324,788,1.4320987654321,464
"29TQG16",221,724,2.27601809954751,503
"29TQG15",113,713,5.30973451327434,600
"29TQG18",376,1103,1.93351063829787,727
"29TQG17",326,927,1.84355828220859,601
"29TQG19",641,1203,0.876755070202808,562
"29TQG10",486,1019,1.09670781893004,533
"29TQG12",233,950,3.07725321888412,717
"29TQG11",469,1017,1.16844349680171,548
"29TQG14",317,751,1.36908517350158,434
"29TQG13",333,908,1.72672672672673,575
"29TQG05",149,969,5.50335570469799,820
"29TQG04",345,1012,1.93333333333333,667
"29TQG07",332,999,2.00903614457831,667
"29TQG06",151,955,5.32450331125828,804
"29TQG09",461,1291,1.80043383947939,830
"29TQG08",480,1167,1.43125,687
"29TNG11",487,716,0.470225872689938,229
"29TNG10",402,701,0.743781094527363,299
"29TNG09",148,495,2.34459459459459,347
"29TNG02",9,759,83.3333333333333,750
"29TNG04",11,722,64.6363636363636,711
"29TNG03",15,741,48.4,726
"29TNG06",24,386,15.0833333333333,362
"29TNG05",33,470,13.2424242424242,437
"29TNG08",10,497,48.7,487
"29TNG07",75,388,4.17333333333333,313
"29TNG31",317,638,1.01261829652997,321
"29TNG30",455,626,0.375824175824176,171
"29TNG33",329,616,0.872340425531915,287
"29TNG32",232,606,1.61206896551724,374
"29TNG24",328,901,1.7469512195122,573
"29TNG23",335,851,1.54029850746269,516
"29TNG26",180,783,3.35,603
"29TNG25",234,797,2.40598290598291,563
"29TNG28",208,632,2.03846153846154,424
"29TNG27",354,607,0.714689265536723,253
"29TNG29",142,577,3.06338028169014,435
"29TNG20",333,767,1.3033033033033,434
"29TNG22",290,863,1.97586206896552,573
"29TNG21",317,783,1.47003154574132,466
"29TNG13",613,814,0.3278955954323,201
"29TNG12",389,828,1.12853470437018,439
"29TNG15",138,653,3.73188405797101,515
"29TNG14",355,813,1.29014084507042,458
"29TNG17",233,562,1.41201716738197,329
"29TNG16",98,628,5.40816326530612,530
"29TNG19",213,575,1.69953051643192,362
"29TNG18",207,631,2.04830917874396,424
"29TQG41",334,945,1.82934131736527,611
"29TQG40",601,966,0.607321131447587,365
"29TQG43",632,867,0.371835443037975,235
"29TQG42",67,901,12.4477611940299,834
"29TQG45",135,747,4.53333333333333,612
"29TQG44",450,868,0.928888888888889,418
"29TQG47",94,542,4.76595744680851,448
"29TQG46",176,491,1.78977272727273,315
"29TQG38",291,886,2.0446735395189,595
"29TQG37",210,798,2.8,588
"29TQG39",426,957,1.24647887323944,531
"29TQG30",687,1081,0.573508005822416,394
"29TQG32",183,993,4.42622950819672,810
"29TQG31",379,1049,1.76781002638522,670
"29TQG34",522,922,0.766283524904215,400
"29TQG33",294,953,2.24149659863946,659
"29TQG36",97,682,6.03092783505155,585
"29TQG35",157,822,4.23566878980892,665
"29TNF72",369,692,0.875338753387534,323
"29TNF71",285,618,1.16842105263158,333
"29TNF74",289,646,1.23529411764706,357
"29TNF73",361,703,0.947368421052632,342
"29TNF76",174,462,1.6551724137931,288
"29TNF75",165,576,2.49090909090909,411
"29TNF78",173,410,1.36994219653179,237
"29TNF77",101,455,3.5049504950495,354
"29TNF70",178,534,2,356
"29TQG27",326,838,1.57055214723926,512
"29TQG26",199,715,2.5929648241206,516
"29TQG29",281,1052,2.74377224199288,771
"29TQG28",464,1025,1.20905172413793,561
"29TNF69",106,447,3.21698113207547,341
"29TNF68",148,372,1.51351351351351,224
"29TNF61",192,611,2.18229166666667,419
"29TNF60",212,540,1.54716981132075,328
"29TNF63",305,682,1.23606557377049,377
"29TNF62",420,661,0.573809523809524,241
"29TNF65",146,498,2.41095890410959,352
"29TNF64",131,595,3.54198473282443,464
"29TNF67",78,372,3.76923076923077,294
"29TNF66",72,357,3.95833333333333,285
"29TNF58",136,365,1.68382352941176,229
"29TNF57",144,367,1.54861111111111,223
"29TNF59",149,499,2.3489932885906,350
"29TNF94",415,767,0.848192771084337,352
"29TNF93",177,673,2.80225988700565,496
"29TNF96",237,720,2.0379746835443,483
"29TNF95",213,779,2.65727699530516,566
"29TNF98",142,550,2.87323943661972,408
"29TNF97",271,570,1.10332103321033,299
"29TNF99",187,489,1.61497326203209,302
"29TNF90",74,416,4.62162162162162,342
"29TNF92",230,577,1.50869565217391,347
"29TNF91",88,493,4.60227272727273,405
"29TQG49",106,703,5.63207547169811,597
"29TQG48",115,648,4.63478260869565,533
"29TNF83",376,694,0.845744680851064,318
"29TNF82",212,650,2.06603773584906,438
"29TNF85",133,668,4.02255639097744,535
"29TNF84",314,676,1.15286624203822,362
"29TNF87",210,531,1.52857142857143,321
"29TNF86",277,566,1.04332129963899,289
"29TNF89",192,426,1.21875,234
"29TNF88",161,477,1.96273291925466,316
"29TNF81",188,575,2.05851063829787,387
"29TNF80",95,502,4.28421052631579,407
"29TNF79",166,427,1.57228915662651,261
"29TNF30",253,590,1.33201581027668,337
"29TNF32",90,462,4.13333333333333,372
"29TNF31",90,496,4.51111111111111,406
"29TNF34",125,660,4.28,535
"29TNF33",138,527,2.81884057971015,389
"29TNF25",213,554,1.60093896713615,341
"29TNF24",143,555,2.88111888111888,412
"29TNF27",287,572,0.993031358885017,285
"29TNF26",167,587,2.51497005988024,420
"29TNF29",374,734,0.962566844919786,360
"29TNF28",386,682,0.766839378238342,296
"29TNF21",133,406,2.05263157894737,273
"29TNF20",112,489,3.36607142857143,377
"29TNF23",116,376,2.24137931034483,260
"29TNF22",63,348,4.52380952380952,285
"29TNF18",171,624,2.64912280701754,453
"29TNF17",1,538,537,537
"29TNF19",338,669,0.979289940828402,331
"29TNF50",119,543,3.56302521008403,424
"29TNF52",200,582,1.91,382
"29TNF51",213,559,1.62441314553991,346
"29TNF54",234,557,1.38034188034188,323
"29TNF53",190,614,2.23157894736842,424
"29TNF56",147,419,1.85034013605442,272
"29TNF55",68,493,6.25,425
"29TNF47",105,401,2.81904761904762,296
"29TNF46",176,565,2.21022727272727,389
"29TNF49",164,557,2.39634146341463,393
"29TNF48",102,445,3.36274509803922,343
"29TNF41",177,511,1.88700564971751,334
"29TNF40",122,545,3.4672131147541,423
"29TNF43",185,545,1.94594594594595,360
"29TNF42",104,482,3.63461538461538,378
"29TNF45",269,630,1.34200743494424,361
"29TNF44",269,652,1.42379182156134,383
"29TNF36",97,674,5.94845360824742,577
"29TNF35",406,667,0.642857142857143,261
"29TNF38",147,655,3.45578231292517,508
"29TNF37",122,618,4.0655737704918,496
"29TNF39",310,632,1.03870967741935,322
"29TPE13",101,590,4.84158415841584,489
"29TPE15",184,750,3.07608695652174,566
"29TQH20",486,1007,1.07201646090535,521
"29TPE14",149,604,3.05369127516779,455
"29TQH22",312,795,1.54807692307692,483
"29TQH21",311,863,1.77491961414791,552
"29TQH24",779,1368,0.75609756097561,589
"29TQH23",252,1136,3.50793650793651,884
"29TPE06",272,810,1.97794117647059,538
"29TPE05",284,780,1.74647887323944,496
"29TPE08",160,583,2.64375,423
"29TPE07",378,730,0.931216931216931,352
"29TQH15",710,1414,0.991549295774648,704
"29TPE09",116,392,2.37931034482759,276
"29TQH14",546,1264,1.31501831501832,718
"29TQH17",222,1221,4.5,999
"29TQH16",705,1376,0.95177304964539,671
"29TQH19",157,563,2.5859872611465,406
"29TQH18",101,756,6.48514851485149,655
"29TPE04",197,716,2.63451776649746,519
"29TPE03",222,635,1.86036036036036,413
"29TQH11",217,1047,3.82488479262673,830
"29TQH10",185,1156,5.24864864864865,971
"29TQH13",164,1141,5.95731707317073,977
"29TQH12",218,855,2.92201834862385,637
"29TQH04",370,1099,1.97027027027027,729
"29TQH03",168,981,4.83928571428571,813
"29TQH06",467,1111,1.37901498929336,644
"29TQH05",585,1208,1.06495726495726,623
"29TQH08",66,552,7.36363636363636,486
"29TQH07",65,948,13.5846153846154,883
"29TQH09",121,549,3.53719008264463,428
"29TQH40",222,699,2.14864864864865,477
"29TQH42",37,473,11.7837837837838,436
"29TQH41",169,574,2.39644970414201,405
"29TQH44",560,1163,1.07678571428571,603
"29TQH43",82,872,9.63414634146342,790
"29TQH46",768,1338,0.7421875,570
"29TQH45",602,1327,1.20431893687708,725
"29TQH37",659,1414,1.14567526555387,755
"29TQH36",863,1511,0.750869061413673,648
"29TQH39",300,735,1.45,435
"29TQH38",340,1027,2.02058823529412,687
"29TQH31",50,870,16.4,820
"29TQH30",356,916,1.57303370786517,560
"29TQH33",239,1137,3.75732217573222,898
"29TQH32",83,746,7.98795180722892,663
"29TQH35",819,1492,0.821733821733822,673
"29TQH34",575,1345,1.33913043478261,770
"29TQH26",902,1527,0.69290465631929,625
"29TQH25",866,1511,0.744803695150115,645
"29TQH28",148,1017,5.87162162162162,869
"29TQH27",436,1397,2.20412844036697,961
"29TQH29",166,757,3.56024096385542,591
"29TNH30",163,387,1.37423312883436,224
"29TNH32",174,447,1.56896551724138,273
"29TNH31",173,369,1.13294797687861,196
"29TPE75",429,989,1.30536130536131,560
"29TPE74",174,861,3.94827586206897,687
"29TPE77",185,891,3.81621621621622,706
"29TPE76",279,1000,2.584229390681,721
"29TPE79",241,729,2.02489626556017,488
"29TNH23",115,601,4.22608695652174,486
"29TPE78",263,804,2.05703422053232,541
"29TNH22",187,481,1.57219251336898,294
"29TNH25",115,543,3.72173913043478,428
"29TNH24",168,563,2.35119047619048,395
"29TQH00",557,1279,1.29622980251347,722
"29TNH27",133,312,1.34586466165414,179
"29TNH26",63,305,3.84126984126984,242
"29TQH02",181,844,3.66298342541436,663
"29TNH29",55,234,3.25454545454545,179
"29TQH01",243,1146,3.71604938271605,903
"29TNH28",125,334,1.672,209
"29TPE73",84,551,5.55952380952381,467
"29TNH21",212,461,1.17452830188679,249
"29TNH20",146,544,2.72602739726027,398
"29TNH19",65,232,2.56923076923077,167
"30SXJ55",572,1196,1.09090909090909,624
"30SXJ54",691,1265,0.83068017366136,574
"30SXJ57",560,1128,1.01428571428571,568
"30SXJ56",499,1045,1.09418837675351,546
"30SXJ59",626,1367,1.18370607028754,741
"30SXJ58",672,1203,0.790178571428571,531
"30SXJ51",406,1041,1.564039408867,635
"30SXJ50",182,738,3.05494505494505,556
"30SXJ53",744,1291,0.735215053763441,547
"30SXJ52",668,1226,0.835329341317365,558
"30SXJ44",429,1123,1.61771561771562,694
"30SXJ43",528,1105,1.09280303030303,577
"30SXJ46",467,1040,1.22698072805139,573
"30SXJ45",484,1036,1.1404958677686,552
"30SXJ48",508,1212,1.38582677165354,704
"30SXJ47",452,1083,1.39601769911504,631
"30SXJ49",605,1313,1.1702479338843,708
"30STF80",530,1230,1.32075471698113,700
"30STF82",234,1141,3.87606837606838,907
"30STF81",641,1230,0.918876755070203,589
"30STF84",401,1279,2.18952618453865,878
"30STF83",263,1155,3.39163498098859,892
"30STF86",988,1543,0.561740890688259,555
"30STF85",702,1485,1.11538461538462,783
"30STF77",583,1457,1.4991423670669,874
"30SWH99",63,482,6.65079365079365,419
"30STF76",563,1455,1.58436944937833,892
"30STF79",360,1077,1.99166666666667,717
"30STF78",208,1387,5.66826923076923,1179
"30STF71",237,1227,4.17721518987342,990
"30STF70",750,1307,0.742666666666667,557
"30STF73",213,1026,3.8169014084507,813
"30STF72",185,1007,4.44324324324324,822
"30STF75",297,1434,3.82828282828283,1137
"30STF74",245,1198,3.88979591836735,953
"30STF66",321,1029,2.20560747663551,708
"30STF65",383,1106,1.88772845953003,723
"30STF68",151,924,5.11920529801325,773
"30STF67",131,977,6.45801526717557,846
"30STF69",99,778,6.85858585858586,679
"30STF99",184,1051,4.71195652173913,867
"30STF98",213,1412,5.62910798122066,1199
"30STF91",219,1062,3.84931506849315,843
"30STF90",35,941,25.8857142857143,906
"30STF93",523,1268,1.4244741873805,745
"30STF92",463,1227,1.65010799136069,764
"30STF95",663,1630,1.45852187028658,967
"30STF94",722,1421,0.96814404432133,699
"30STF97",700,1592,1.27428571428571,892
"30STF96",742,1642,1.21293800539084,900
"30STF88",768,1428,0.859375,660
"30STF87",1103,1508,0.367180417044424,405
"30STF89",566,1075,0.899293286219081,509
"30SWH10",642,1450,1.25856697819315,808
"30SWH09",139,772,4.55395683453237,633
"30SWH08",15,438,28.2,423
"30SWH01",500,1224,1.448,724
"30SWH00",527,1452,1.75521821631879,925
"30SWH03",234,923,2.94444444444444,689
"30SWH02",276,1066,2.86231884057971,790
"30SXK10",206,927,3.5,721
"30SWH05",210,721,2.43333333333333,511
"30SWH04",309,780,1.52427184466019,471
"30SXK12",593,986,0.662731871838111,393
"30SWH07",11,492,43.7272727272727,481
"30SXK11",275,931,2.38545454545455,656
"30SWH06",99,663,5.6969696969697,564
"30SXK01",307,982,2.19869706840391,675
"30SUK20",58,351,5.05172413793103,293
"30SXK00",328,948,1.89024390243902,620
"30SUK22",98,414,3.22448979591837,316
"30SXK02",305,1000,2.27868852459016,695
"30SUK21",34,375,10.0294117647059,341
"30SXK41",502,1333,1.65537848605578,831
"30SXK40",835,1330,0.592814371257485,495
"30SXK32",240,1227,4.1125,987
"30SXK31",223,1117,4.00896860986547,894
"30SUK11",52,314,5.03846153846154,262
"30SUK10",166,336,1.02409638554217,170
"30SUK12",78,374,3.79487179487179,296
"30SXK30",490,1185,1.41836734693878,695
"30SXK21",270,914,2.38518518518519,644
"30SUK40",77,311,3.03896103896104,234
"30SXK20",211,1021,3.83886255924171,810
"30SUK42",248,652,1.62903225806452,404
"30SXK22",306,1196,2.90849673202614,890
"30SUK41",131,504,2.84732824427481,373
"30SUK31",121,430,2.55371900826446,309
"30SUK30",46,314,5.82608695652174,268
"30SUK32",128,519,3.0546875,391
"30SWH70",432,995,1.30324074074074,563
"30SWH72",694,1144,0.648414985590778,450
"30SWH71",518,1018,0.965250965250965,500
"30SWH74",208,1142,4.49038461538461,934
"30SWH73",637,1190,0.868131868131868,553
"30SWH76",140,661,3.72142857142857,521
"30SWH75",75,874,10.6533333333333,799
"30SWH67",108,747,5.91666666666667,639
"30SWH66",202,953,3.71782178217822,751
"30SWH69",130,561,3.31538461538462,431
"30SWH68",112,614,4.48214285714286,502
"30SWH61",643,1001,0.556765163297045,358
"30SWH60",487,997,1.04722792607803,510
"30SWH63",95,1119,10.7789473684211,1024
"30STG61",27,582,20.5555555555556,555
"30SWH62",540,1065,0.972222222222222,525
"30STG60",120,707,4.89166666666667,587
"30SWH65",347,1074,2.09510086455331,727
"30STG63",10,388,37.8,378
"30SWH64",334,1147,2.43413173652695,813
"30STG62",32,434,12.5625,402
"30SWH56",424,1270,1.99528301886792,846
"30STG54",88,654,6.43181818181818,566
"30SWH55",544,1349,1.47977941176471,805
"30STG53",184,637,2.46195652173913,453
"30SWH58",177,791,3.46892655367232,614
"30STG56",95,411,3.32631578947368,316
"30SWH57",296,970,2.27702702702703,674
"30STG55",38,549,13.4473684210526,511
"30STG58",221,602,1.72398190045249,381
"30SWH59",159,588,2.69811320754717,429
"30STG57",130,478,2.67692307692308,348
"30STG59",351,684,0.948717948717949,333
"30SWH92",706,1142,0.617563739376771,436
"30SUK00",44,375,7.52272727272727,331
"30SWH91",629,1041,0.655007949125596,412
"30SWH94",309,1147,2.71197411003236,838
"30SUK02",48,452,8.41666666666667,404
"30SWH93",695,1209,0.739568345323741,514
"30SUK01",63,305,3.84126984126984,242
"30SWH96",93,423,3.54838709677419,330
"30STG50",198,504,1.54545454545455,306
"30SWH95",152,820,4.39473684210526,668
"30SWH98",29,444,14.3103448275862,415
"30STG52",49,559,10.4081632653061,510
"30SWH97",64,412,5.4375,348
"30STG51",174,469,1.69540229885057,295
"30SWH90",300,929,2.09666666666667,629
"30SWH89",15,421,27.0666666666667,406
"30STG43",347,733,1.11239193083573,386
"30SWH88",207,356,0.719806763285024,149
"30STG42",131,584,3.45801526717557,453
"30STG45",38,595,14.6578947368421,557
"30STG44",389,715,0.838046272493573,326
"30STG47",135,403,1.98518518518519,268
"30STG46",73,287,2.93150684931507,214
"30STG49",268,588,1.19402985074627,320
"30STG48",168,509,2.0297619047619,341
"30SWH81",491,1072,1.18329938900204,581
"30SWH80",489,966,0.975460122699387,477
"30SWH83",826,1219,0.475786924939467,393
"30STG81",326,726,1.22699386503067,400
"30SWH82",580,1182,1.03793103448276,602
"30STG80",365,884,1.42191780821918,519
"30SXK90",687,1358,0.976710334788937,671
"30SWH85",195,771,2.95384615384615,576
"30STG83",134,478,2.56716417910448,344
"30SWH84",406,1127,1.77586206896552,721
"30STG82",169,607,2.59171597633136,438
"30SXK92",926,1438,0.552915766738661,512
"30SWH87",76,419,4.51315789473684,343
"30SUJ90",154,665,3.31818181818182,511
"30STG85",83,335,3.03614457831325,252
"30SXK91",805,1394,0.73167701863354,589
"30SWH86",196,426,1.1734693877551,230
"30STG84",41,386,8.41463414634146,345
"30SUJ92",474,753,0.588607594936709,279
"30SUJ91",169,794,3.69822485207101,625
"30SUJ94",49,634,11.9387755102041,585
"30SUJ93",122,637,4.22131147540984,515
"30SWH78",46,474,9.30434782608696,428
"30STG76",77,481,5.24675324675325,404
"30SWH77",48,566,10.7916666666667,518
"30STG75",77,382,3.96103896103896,305
"30STG78",242,656,1.71074380165289,414
"30SWH79",110,508,3.61818181818182,398
"30STG77",279,539,0.931899641577061,260
"30SUJ85",407,795,0.953316953316953,388
"30SUJ84",57,702,11.3157894736842,645
"30STG79",324,702,1.16666666666667,378
"30SUJ87",210,850,3.04761904761905,640
"30SUJ86",154,886,4.75324675324675,732
"30SUJ89",66,474,6.18181818181818,408
"30SUJ88",56,547,8.76785714285714,491
"30STG70",267,862,2.22846441947566,595
"30SWH30",570,1198,1.10175438596491,628
"30STG72",122,520,3.26229508196721,398
"30STG71",96,676,6.04166666666667,580
"30SWH32",462,1210,1.61904761904762,748
"30STG74",109,416,2.81651376146789,307
"30SWH31",428,1273,1.97429906542056,845
"30STG73",55,420,6.63636363636364,365
"30SUJ81",251,845,2.36653386454183,594
"30SUJ80",47,560,10.9148936170213,513
"30SUJ83",45,737,15.3777777777778,692
"30SUJ82",245,842,2.43673469387755,597
"30SWH23",464,1168,1.51724137931034,704
"30STG65",185,408,1.20540540540541,223
"30SWH22",466,1227,1.63304721030043,761
"30STG64",70,435,5.21428571428571,365
"30SWH25",230,1027,3.46521739130435,797
"30STG67",157,535,2.40764331210191,378
"30SWH24",298,1122,2.76510067114094,824
"30STG66",71,490,5.90140845070423,419
"30SWH27",385,895,1.32467532467532,510
"30SUJ74",51,663,12,612
"30STG69",410,697,0.7,287
"30SWH26",275,976,2.54909090909091,701
"30SUJ73",94,694,6.38297872340426,600
"30STG68",263,656,1.49429657794677,393
"30SWH29",60,579,8.65,519
"30SUJ76",578,820,0.418685121107266,242
"30SWH28",118,729,5.17796610169492,611
"30SUJ75",306,718,1.34640522875817,412
"30SUJ78",182,534,1.93406593406593,352
"30SUJ77",165,835,4.06060606060606,670
"30SUJ79",80,390,3.875,310
"30SWH21",431,1367,2.17169373549884,936
"30SWH20",411,1360,2.30900243309002,949
"30SWH19",127,573,3.51181102362205,446
"30SWH12",348,1197,2.43965517241379,849
"30SWH11",518,1314,1.53667953667954,796
"30SWH14",260,987,2.79615384615385,727
"30SWH13",230,1084,3.71304347826087,854
"30SWH16",180,838,3.65555555555556,658
"30SWH15",307,839,1.7328990228013,532
"30SWH18",126,669,4.30952380952381,543
"30SWH17",207,747,2.60869565217391,540
"30SWH50",491,1085,1.20977596741344,594
"30SWH52",125,1076,7.608,951
"30SWH51",556,1089,0.95863309352518,533
"30SWH54",537,1290,1.40223463687151,753
"30SWH53",293,1174,3.00682593856655,881
"30SXK61",747,1449,0.939759036144578,702
"30SXK60",600,1420,1.36666666666667,820
"30SXK62",755,1447,0.916556291390728,692
"30SWH45",870,1330,0.528735632183908,460
"30SWH44",649,1312,1.02157164869029,663
"30SWH47",387,1041,1.68992248062015,654
"30SWH46",532,1263,1.37406015037594,731
"30SWH49",169,527,2.11834319526627,358
"30SUJ96",194,835,3.30412371134021,641
"30SWH48",170,813,3.78235294117647,643
"30SUJ95",341,752,1.20527859237537,411
