"MGRS_10km","n.taxa","n.neigh","ratio","diff"
"30STH51",353,725,1.05382436260623,372
"30STH50",384,695,0.809895833333333,311
"30SUK60",78,253,2.24358974358974,175
"30STH49",69,586,7.49275362318841,517
"30STH42",358,643,0.79608938547486,285
"30STH41",240,657,1.7375,417
"30STH44",62,399,5.43548387096774,337
"30STH43",195,578,1.96410256410256,383
"30SUK51",29,471,15.2413793103448,442
"30STH46",20,280,13,260
"30SUK50",59,303,4.13559322033898,244
"30STH45",52,232,3.46153846153846,180
"30STH48",15,523,33.8666666666667,508
"30SUK52",274,596,1.17518248175182,322
"30STH47",80,289,2.6125,209
"30SUK91",59,479,7.11864406779661,420
"30SUK90",102,585,4.73529411764706,483
"30SUK92",74,308,3.16216216216216,234
"30SUK80",48,376,6.83333333333333,328
"30SUK82",16,229,13.3125,213
"30SUK81",120,252,1.1,132
"30SUK72",56,277,3.94642857142857,221
"30SVF66",372,895,1.40591397849462,523
"30SVF57",415,1281,2.08674698795181,866
"30SVF56",470,987,1.1,517
"30SVF59",702,1736,1.47293447293447,1034
"30SVF58",574,1467,1.55574912891986,893
"30SYH56",442,1060,1.39819004524887,618
"30SYH47",784,1437,0.832908163265306,653
"30SYH46",466,1185,1.54291845493562,719
"30SYH49",898,1513,0.684855233853007,615
"30SYH48",942,1499,0.591295116772824,557
"30SVF46",367,1080,1.94277929155313,713
"30SVF48",507,1444,1.84812623274162,937
"30SVF47",417,1323,2.1726618705036,906
"30SVF49",585,1557,1.66153846153846,972
"30SVF86",146,575,2.93835616438356,429
"30SVF88",248,1166,3.70161290322581,918
"30SVF87",202,808,3,606
"30SYH36",530,1241,1.34150943396226,711
"30SYH35",262,944,2.6030534351145,682
"30SYH38",956,1456,0.523012552301255,500
"30SYH37",755,1412,0.870198675496689,657
"30SVF79",520,1758,2.38076923076923,1238
"30SYH39",870,1449,0.66551724137931,579
"30SVF78",379,1241,2.27440633245383,862
"30SVF77",252,993,2.94047619047619,741
"30SVF76",205,699,2.40975609756098,494
"30SYH69",406,1208,1.97536945812808,802
"30SYH68",437,1188,1.71853546910755,751
"30SVF68",538,1403,1.60780669144981,865
"30SVF67",386,1205,2.12176165803109,819
"30SVF69",594,1840,2.0976430976431,1246
"30SYH67",107,1094,9.22429906542056,987
"30SYH58",881,1409,0.599318955732123,528
"30SYH57",809,1318,0.629171817058096,509
"30SYH59",867,1409,0.625144175317186,542
"30SVF17",618,1520,1.45954692556634,902
"30SVF16",297,1172,2.94612794612795,875
"30SVF19",316,1445,3.57278481012658,1129
"30SVF18",830,1531,0.844578313253012,701
"30SVF09",228,1411,5.18859649122807,1183
"30SVF06",188,936,3.97872340425532,748
"30SVF08",1032,1447,0.402131782945736,415
"30SVF07",535,1416,1.64672897196262,881
"30SVF37",601,1373,1.28452579034942,772
"30SVF36",497,1185,1.38430583501006,688
"30SVF39",206,1249,5.0631067961165,1043
"30SVF38",495,1386,1.8,891
"30SVF26",550,1223,1.22363636363636,673
"30SVF28",529,1429,1.70132325141777,900
"30SVF27",807,1464,0.814126394052045,657
"30SVF29",289,1305,3.51557093425606,1016
"30SWJ30",22,411,17.6818181818182,389
"30SWJ29",107,624,4.83177570093458,517
"30SWJ28",194,466,1.4020618556701,272
"30SWJ21",158,597,2.77848101265823,439
"30SWJ20",165,615,2.72727272727273,450
"30SWJ23",71,238,2.35211267605634,167
"30SWJ22",110,446,3.05454545454545,336
"30SWJ25",206,410,0.990291262135922,204
"30SWJ24",18,346,18.2222222222222,328
"30SWJ27",187,547,1.92513368983957,360
"30SWJ26",204,526,1.57843137254902,322
"30SWJ18",151,416,1.75496688741722,265
"30SWJ17",175,513,1.93142857142857,338
"30SWJ19",141,593,3.20567375886525,452
"30SWJ10",374,744,0.989304812834225,370
"30SWJ12",18,667,36.0555555555556,649
"30SWJ11",308,738,1.3961038961039,430
"30STJ30",62,389,5.2741935483871,327
"30SWJ14",66,332,4.03030303030303,266
"30SWJ13",6,333,54.5,327
"30SWJ16",133,494,2.71428571428571,361
"30SWJ15",88,412,3.68181818181818,324
"30SWJ50",94,460,3.8936170212766,366
"30SWJ52",15,201,12.4,186
"30SWJ51",39,325,7.33333333333333,286
"30SWJ43",23,190,7.26086956521739,167
"30SWJ42",112,240,1.14285714285714,128
"30SWJ45",192,383,0.994791666666667,191
"30SWJ44",17,313,17.4117647058824,296
"30SWJ47",173,499,1.88439306358382,326
"30SWJ46",147,466,2.17006802721088,319
"30SWJ49",214,639,1.98598130841122,425
"30SWJ48",222,592,1.66666666666667,370
"30SWJ41",98,291,1.96938775510204,193
"30STJ60",263,742,1.8212927756654,479
"30SWJ40",47,386,7.21276595744681,339
"30STJ59",290,726,1.50344827586207,436
"30SWJ39",111,581,4.23423423423423,470
"30STJ58",119,582,3.89075630252101,463
"30SWJ32",72,344,3.77777777777778,272
"30STJ51",313,664,1.12140575079872,351
"30SWJ31",49,397,7.10204081632653,348
"30STJ50",220,728,2.30909090909091,508
"30SWJ34",19,356,17.7368421052632,337
"30STJ53",25,350,13,325
"30SWJ33",12,271,21.5833333333333,259
"30STJ52",73,523,6.16438356164384,450
"30SWJ36",95,517,4.44210526315789,422
"30STJ55",54,287,4.31481481481481,233
"30SWJ35",168,425,1.5297619047619,257
"30STJ54",38,270,6.10526315789474,232
"30SWJ38",204,546,1.67647058823529,342
"30STJ57",114,350,2.07017543859649,236
"30SWJ37",195,544,1.78974358974359,349
"30STJ56",58,300,4.17241379310345,242
"30STJ48",20,419,19.95,399
"30STJ47",18,231,11.8333333333333,213
"30STJ49",62,496,7,434
"30STJ40",240,678,1.825,438
"30STJ42",156,477,2.05769230769231,321
"30STJ41",176,594,2.375,418
"30STJ44",47,205,3.36170212765957,158
"30STJ43",58,274,3.72413793103448,216
"30STJ46",26,232,7.92307692307692,206
"30STJ45",83,200,1.40963855421687,117
"30SWJ07",62,395,5.37096774193548,333
"30SWJ06",101,362,2.58415841584158,261
"30SWJ09",128,540,3.21875,412
"30SWJ08",140,329,1.35,189
"30SWJ01",459,891,0.941176470588235,432
"30SWJ00",146,900,5.16438356164384,754
"30SWJ03",7,268,37.2857142857143,261
"30SWJ02",167,635,2.80239520958084,468
"30SWJ05",67,274,3.08955223880597,207
"30SWJ04",28,176,5.28571428571429,148
"30SWJ98",260,782,2.00769230769231,522
"30SWJ97",189,646,2.41798941798942,457
"30SWJ99",406,842,1.07389162561576,436
"30SYH12",251,755,2.00796812749004,504
"30SWJ70",179,381,1.12849162011173,202
"30SWJ72",14,365,25.0714285714286,351
"30SWJ71",18,394,20.8888888888889,376
"30SWJ74",289,679,1.34948096885813,390
"30SWJ73",83,507,5.10843373493976,424
"30SYH03",374,978,1.61497326203209,604
"30SYH02",440,869,0.975,429
"30SYH05",542,1240,1.28782287822878,698
"30SYH04",478,1093,1.28661087866109,615
"30SYH07",660,1434,1.17272727272727,774
"30SYH06",852,1314,0.542253521126761,462
"30SYH09",1030,1505,0.461165048543689,475
"30SYH08",765,1531,1.00130718954248,766
"30SWJ65",207,724,2.4975845410628,517
"30SWJ64",82,598,6.29268292682927,516
"30SWJ67",216,755,2.49537037037037,539
"30SWJ66",300,783,1.61,483
"30SWJ69",187,727,2.88770053475936,540
"30SYH01",405,741,0.82962962962963,336
"30SWJ68",206,742,2.60194174757282,536
"30SYH00",263,676,1.57034220532319,413
"30SWJ61",25,334,12.36,309
"30SWJ60",125,461,2.688,336
"30SWJ63",24,369,14.375,345
"30SWJ62",10,150,14,140
"30SWJ54",22,344,14.6363636363636,322
"30SWJ53",10,199,18.9,189
"30SWJ56",125,549,3.392,424
"30SWJ55",183,492,1.68852459016393,309
"30SWJ58",194,619,2.19072164948454,425
"30SWJ57",198,565,1.85353535353535,367
"30SWJ59",333,654,0.963963963963964,321
"30SWJ90",98,498,4.08163265306122,400
"30SWJ92",68,601,7.83823529411765,533
"30SWJ91",183,537,1.9344262295082,354
"30SWJ94",82,654,6.97560975609756,572
"30SWJ93",146,574,2.93150684931507,428
"30SWJ96",260,598,1.3,338
"30SWJ95",129,586,3.54263565891473,457
"30SYH25",556,1093,0.965827338129496,537
"30SYH24",419,961,1.29355608591885,542
"30SYH27",714,1456,1.03921568627451,742
"30SYH26",520,1297,1.49423076923077,777
"30SYH29",746,1518,1.03485254691689,772
"30SYH28",841,1507,0.791914387633769,666
"30SWJ87",278,789,1.83812949640288,511
"30SWJ86",233,774,2.32188841201717,541
"30SWJ89",384,892,1.32291666666667,508
"30SWJ88",362,860,1.37569060773481,498
"30SYH22",122,620,4.08196721311475,498
"30SWJ81",34,459,12.5,425
"30SWJ80",18,413,21.9444444444444,395
"30SWJ83",301,522,0.73421926910299,221
"30SWJ82",180,466,1.58888888888889,286
"30SWJ85",340,733,1.15588235294118,393
"30SWJ84",292,668,1.28767123287671,376
"30SYH14",628,1038,0.652866242038217,410
"30SYH13",601,901,0.499168053244592,300
"30SYH16",690,1318,0.910144927536232,628
"30SYH15",591,1221,1.06598984771574,630
"30SYH18",1067,1540,0.443298969072165,473
"30SYH17",786,1426,0.814249363867684,640
"30SYH19",1076,1519,0.411710037174721,443
"30SWJ76",495,809,0.634343434343434,314
"30SWJ75",488,776,0.590163934426229,288
"30SWJ78",283,845,1.98586572438163,562
"30SWJ77",432,810,0.875,378
"30SWJ79",366,845,1.30874316939891,479
"30SVG21",351,881,1.50997150997151,530
"30SVG20",202,861,3.26237623762376,659
"30SVG19",253,750,1.96442687747036,497
"30SVG12",310,757,1.44193548387097,447
"30SVG11",238,827,2.47478991596639,589
"30SVG14",290,894,2.08275862068966,604
"30SVG13",175,822,3.69714285714286,647
"30SVG16",358,1159,2.23743016759777,801
"30SVG15",329,1095,2.32826747720365,766
"30SVG18",146,988,5.76712328767123,842
"30SVG17",330,1163,2.52424242424242,833
"30SVG10",287,854,1.97560975609756,567
"30SVG09",157,713,3.54140127388535,556
"30SVG08",163,698,3.28220858895706,535
"30SVG01",47,859,17.2765957446809,812
"30SVG00",206,848,3.11650485436893,642
"30SVG03",151,966,5.39735099337748,815
"30SVG02",206,846,3.10679611650485,640
"30SVG05",282,1065,2.77659574468085,783
"30SVG04",300,1004,2.34666666666667,704
"30SVG07",162,887,4.47530864197531,725
"30SVG06",330,977,1.96060606060606,647
"30SWG93",337,828,1.45697329376855,491
"30SWG92",284,979,2.44718309859155,695
"30SWG95",243,848,2.48971193415638,605
"30SWG94",180,829,3.60555555555556,649
"30SWG97",247,919,2.72064777327935,672
"30SWG96",204,936,3.58823529411765,732
"30SWG99",350,944,1.69714285714286,594
"30SWG98",285,973,2.4140350877193,688
"30SWG91",442,1032,1.33484162895928,590
"30SWG90",526,991,0.884030418250951,465
"30SWG89",479,902,0.883089770354906,423
"30SWG82",307,945,2.07817589576547,638
"30SWG81",538,1009,0.87546468401487,471
"30SWG84",281,853,2.0355871886121,572
"30SWG83",303,797,1.63036303630363,494
"30SWG86",432,1046,1.4212962962963,614
"30SWG85",322,936,1.90683229813665,614
"30SWG88",272,1053,2.87132352941176,781
"30SWG87",405,1004,1.47901234567901,599
"30SWG80",428,1003,1.34345794392523,575
"30SWG79",531,932,0.755178907721281,401
"30SWG78",204,1032,4.05882352941176,828
"30SVG81",301,1684,4.59468438538206,1383
"30SVG80",399,1717,3.30325814536341,1318
"30SVG83",144,624,3.33333333333333,480
"30SVG82",199,977,3.90954773869347,778
"30SVG85",156,594,2.80769230769231,438
"30SVG84",127,558,3.39370078740157,431
"30SVG87",172,971,4.6453488372093,799
"30SVG86",249,752,2.02008032128514,503
"30SVG78",281,1013,2.60498220640569,732
"30SVG77",252,1022,3.05555555555556,770
"30SVG79",129,854,5.62015503875969,725
"30SVG70",1470,1794,0.220408163265306,324
"30SVG72",231,1167,4.05194805194805,936
"30SVG71",610,1792,1.93770491803279,1182
"30SVG74",92,619,5.72826086956522,527
"30SVG73",228,767,2.3640350877193,539
"30SVG76",148,851,4.75,703
"30SVG75",102,578,4.66666666666667,476
"30SVG67",557,1119,1.00897666068223,562
"30SVG66",176,1007,4.72159090909091,831
"30SVG69",245,956,2.90204081632653,711
"30SVG68",436,1175,1.69495412844037,739
"30SVG99",426,1416,2.32394366197183,990
"30SVG92",100,829,7.29,729
"30SVG91",182,1043,4.73076923076923,861
"30SVG94",154,610,2.96103896103896,456
"30SVG93",101,667,5.6039603960396,566
"30SVG96",248,831,2.3508064516129,583
"30SVG95",159,596,2.74842767295597,437
"30SVG98",453,1411,2.11479028697572,958
"30SVG97",393,1202,2.05852417302799,809
"30SVG90",430,1173,1.72790697674419,743
"30SVG89",125,975,6.8,850
"30SVG88",334,1035,2.09880239520958,701
"30SVG41",752,1589,1.11303191489362,837
"30SVG40",393,1589,3.04325699745547,1196
"30SVG43",140,1023,6.30714285714286,883
"30SVG42",242,1310,4.41322314049587,1068
"30SVG34",240,849,2.5375,609
"30SVG33",144,781,4.42361111111111,637
"30SVG36",645,1336,1.07131782945736,691
"30SVG35",446,1123,1.51793721973094,677
"30SVG38",511,1242,1.43052837573386,731
"30SVG37",685,1390,1.02919708029197,705
"30SVG39",83,888,9.69879518072289,805
"30SVG30",282,1268,3.49645390070922,986
"30SVG32",338,1100,2.25443786982249,762
"30SVG31",117,1211,9.35042735042735,1094
"30SVG23",163,847,4.19631901840491,684
"30SVG22",263,795,2.02281368821293,532
"30SVG25",390,1172,2.00512820512821,782
"30SVG24",178,914,4.13483146067416,736
"30SVG27",671,1333,0.986587183308495,662
"30SVG26",671,1310,0.95230998509687,639
"30SVG29",151,862,4.70860927152318,711
"30SVG28",407,1155,1.83783783783784,748
"30SVG61",625,1886,2.0176,1261
"30SVG60",1149,1849,0.609225413402959,700
"30SVG63",235,955,3.06382978723404,720
"30SVG62",355,1337,2.76619718309859,982
"30SVG65",99,541,4.46464646464646,442
"30SVG64",124,663,4.34677419354839,539
"30SVG56",197,1151,4.84263959390863,954
"30SVG55",137,763,4.56934306569343,626
"30SVG58",473,1277,1.69978858350951,804
"30SVG57",723,1246,0.723374827109267,523
"30SVG59",270,1006,2.72592592592593,736
"30SVG50",1012,1780,0.758893280632411,768
"30SVG52",616,1421,1.30681818181818,805
"30SVG51",561,1769,2.15329768270945,1208
"30SVG54",112,752,5.71428571428571,640
"30SVG53",322,980,2.04347826086957,658
"30SVG45",330,1004,2.04242424242424,674
"30SVG44",242,863,2.56611570247934,621
"30SVG47",607,1386,1.2833607907743,779
"30SVG46",442,1312,1.9683257918552,870
"30SVG49",158,987,5.24683544303798,829
"30SVG48",387,1337,2.45478036175711,950
"30SUJ05",58,688,10.8620689655172,630
"30SUJ04",56,472,7.42857142857143,416
"30SUJ07",311,908,1.91961414790997,597
"30SUJ06",284,865,2.04577464788732,581
"30SUJ09",70,591,7.44285714285714,521
"30SUJ08",199,828,3.1608040201005,629
"30SUJ01",219,500,1.28310502283105,281
"30SUJ00",45,521,10.5777777777778,476
"30SUJ03",119,465,2.90756302521008,346
"30SUJ02",99,517,4.22222222222222,418
"30SXJ20",34,326,8.58823529411765,292
"30SXJ19",517,844,0.632495164410058,327
"30SXJ18",314,942,2,628
"30SXJ11",77,564,6.32467532467532,487
"30SXJ10",159,467,1.93710691823899,308
"30SXJ13",343,646,0.883381924198251,303
"30SXJ12",265,632,1.38490566037736,367
"30SXJ15",142,680,3.7887323943662,538
"30SXJ14",62,682,10,620
"30SXJ17",224,849,2.79017857142857,625
"30SXJ16",246,813,2.30487804878049,567
"30SXJ08",214,825,2.85514018691589,611
"30SUJ27",75,437,4.82666666666667,362
"30SXJ07",221,623,1.81900452488688,402
"30SUJ26",183,438,1.39344262295082,255
"30SUJ29",62,414,5.67741935483871,352
"30SXJ09",277,896,2.23465703971119,619
"30SUJ28",44,428,8.72727272727273,384
"30SXJ00",43,555,11.906976744186,512
"30SXJ02",342,638,0.865497076023392,296
"30SUJ21",175,525,2,350
"30SXJ01",98,607,5.19387755102041,509
"30SUJ20",115,489,3.25217391304348,374
"30SXJ04",11,614,54.8181818181818,603
"30SUJ23",183,539,1.94535519125683,356
"30SXJ03",402,574,0.427860696517413,172
"30SUJ22",288,565,0.961805555555556,277
"30SXJ06",200,494,1.47,294
"30SUJ25",149,416,1.79194630872483,267
"30SXJ05",147,439,1.98639455782313,292
"30SUJ24",66,447,5.77272727272727,381
"30SUJ16",110,614,4.58181818181818,504
"30SUJ15",63,514,7.15873015873016,451
"30SUJ18",88,547,5.21590909090909,459
"30SUJ17",223,626,1.80717488789238,403
"30SUJ19",120,451,2.75833333333333,331
"30SUJ10",155,582,2.75483870967742,427
"30SUJ12",186,627,2.37096774193548,441
"30SUJ11",138,591,3.28260869565217,453
"30SUJ14",167,469,1.80838323353293,302
"30SUJ13",194,562,1.89690721649485,368
"30SWG51",261,1023,2.91954022988506,762
"30SWG50",365,989,1.70958904109589,624
"30SWG53",257,861,2.35019455252918,604
"30SWG52",280,950,2.39285714285714,670
"30SWG55",168,776,3.61904761904762,608
"30SWG54",220,762,2.46363636363636,542
"30SWG46",128,650,4.078125,522
"30SWG45",119,674,4.66386554621849,555
"30SWG48",230,797,2.46521739130435,567
"30SWG47",155,738,3.76129032258065,583
"30SWG49",267,1148,3.29962546816479,881
"30SWG40",357,1025,1.87114845938375,668
"30SWG42",395,968,1.45063291139241,573
"30STF40",304,910,1.99342105263158,606
"30SWG41",366,1042,1.84699453551913,676
"30SWG44",208,751,2.61057692307692,543
"30STF42",281,997,2.54804270462633,716
"30SWG43",334,883,1.6437125748503,549
"30STF41",345,959,1.77971014492754,614
"30SWG35",182,666,2.65934065934066,484
"30STF33",316,664,1.10126582278481,348
"30SWG34",144,779,4.40972222222222,635
"30STF32",390,842,1.15897435897436,452
"30SWG37",232,781,2.36637931034483,549
"30STF35",76,482,5.34210526315789,406
"30SWG36",235,590,1.51063829787234,355
"30STF34",165,605,2.66666666666667,440
"30SWG39",330,1145,2.46969696969697,815
"30STF37",21,487,22.1904761904762,466
"30SWG38",222,958,3.31531531531532,736
"30STF36",59,460,6.79661016949153,401
"30STF39",46,312,5.78260869565217,266
"30STF38",109,419,2.84403669724771,310
"30SWG71",284,916,2.22535211267606,632
"30SWG70",253,953,2.76679841897233,700
"30SWG73",298,751,1.52013422818792,453
"30SWG72",278,874,2.14388489208633,596
"30SXJ80",528,1206,1.28409090909091,678
"30SWG75",303,1005,2.31683168316832,702
"30SWG74",246,841,2.41869918699187,595
"30SXJ82",689,1159,0.682148040638607,470
"30SWG77",494,993,1.01012145748988,499
"30STF31",577,823,0.426343154246101,246
"30SXJ81",672,1160,0.726190476190476,488
"30SWG76",416,1066,1.5625,650
"30STF30",256,769,2.00390625,513
"30SXJ84",553,1252,1.26401446654611,699
"30SXJ83",571,1213,1.12434325744308,642
"30SXJ86",726,1338,0.84297520661157,612
"30SXJ85",809,1327,0.640296662546354,518
"30SWG68",140,953,5.80714285714286,813
"30SWG67",273,825,2.02197802197802,552
"30SWG69",451,860,0.906873614190687,409
"30SXJ77",841,1361,0.618311533888228,520
"30SXJ76",927,1313,0.416396979503776,386
"30SXJ79",548,1306,1.38321167883212,758
"30SXJ78",911,1319,0.447859495060373,408
"30SWG60",254,900,2.54330708661417,646
"30SWG62",270,839,2.10740740740741,569
"30STF60",544,1145,1.10477941176471,601
"30SWG61",275,921,2.34909090909091,646
"30SWG64",209,768,2.67464114832536,559
"30STF62",348,881,1.5316091954023,533
"30SWG63",192,779,3.05729166666667,587
"30STF61",423,1065,1.5177304964539,642
"30SXJ71",496,1161,1.34072580645161,665
"30SWG66",390,916,1.34871794871795,526
"30STF64",722,1043,0.444598337950138,321
"30SXJ70",268,1076,3.01492537313433,808
"30SWG65",338,875,1.5887573964497,537
"30STF63",416,1041,1.50240384615385,625
"30SXJ73",634,1319,1.08044164037855,685
"30SXJ72",678,1283,0.892330383480826,605
"30SXJ75",657,1361,1.07153729071537,704
"30SXJ74",671,1336,0.991058122205663,665
"30SWG57",115,743,5.46086956521739,628
"30STF55",234,1022,3.36752136752137,788
"30SWG56",253,768,2.03557312252964,515
"30STF54",342,1047,2.06140350877193,705
"30SWG59",67,978,13.5970149253731,911
"30STF57",233,742,2.18454935622318,509
"30SWG58",107,882,7.24299065420561,775
"30STF56",133,806,5.06015037593985,673
"30SXJ66",621,1249,1.01127214170692,628
"30STF59",186,570,2.06451612903226,384
"30SXJ65",627,1343,1.14194577352472,716
"30STF58",78,662,7.48717948717949,584
"30SXJ68",875,1290,0.474285714285714,415
"30SXJ67",678,1313,0.936578171091445,635
"30SXJ69",590,1415,1.39830508474576,825
"30STF51",212,957,3.51415094339623,745
"30STF50",279,1029,2.68817204301075,750
"30SWG11",237,1044,3.40506329113924,807
"30STF53",514,1039,1.02140077821012,525
"30SWG10",428,1094,1.55607476635514,666
"30STF52",439,899,1.04783599088838,460
"30SWG09",911,1468,0.611416026344676,557
"30SWG02",227,1183,4.21145374449339,956
"30STF44",190,815,3.28947368421053,625
"30SWG01",213,1057,3.96244131455399,844
"30STF43",328,870,1.65243902439024,542
"30SWG04",163,1133,5.95092024539877,970
"30STF46",216,627,1.90277777777778,411
"30SWG03",289,1138,2.93771626297578,849
"30STF45",186,665,2.5752688172043,479
"30SXJ99",551,1203,1.18330308529946,652
"30SWG06",148,840,4.67567567567568,692
"30STF48",173,602,2.47976878612717,429
"30SXJ98",532,1180,1.21804511278195,648
"30SWG05",80,691,7.6375,611
"30STF47",212,629,1.96698113207547,417
"30SWG08",676,1455,1.15236686390533,779
"30SWG07",417,1199,1.87529976019185,782
"30STF49",101,504,3.99009900990099,403
"30SXJ91",531,1286,1.42184557438795,755
"30SXJ90",647,1349,1.08500772797527,702
"30SXJ93",611,1169,0.913256955810147,558
"30SWG00",374,1142,2.05347593582888,768
"30SXJ92",644,1196,0.857142857142857,552
"30SXJ95",603,1209,1.00497512437811,606
"30SXJ94",618,1193,0.93042071197411,575
"30SXJ97",563,1218,1.16341030195382,655
"30SXJ96",608,1252,1.05921052631579,644
"30SXJ88",743,1281,0.724091520861373,538
"30SXJ87",766,1344,0.754569190600522,578
"30SXJ89",540,1258,1.32962962962963,718
"30SWG31",301,1037,2.44518272425249,736
"30SWG30",291,1027,2.52920962199313,736
"30SWG33",231,963,3.16883116883117,732
"30SWG32",247,996,3.03238866396761,749
"30SXJ40",52,616,10.8461538461538,564
"30SXJ42",301,1049,2.48504983388704,748
"30SXJ41",133,908,5.82706766917293,775
"30SWG24",306,1216,2.97385620915033,910
"30SWG23",163,1245,6.63803680981595,1082
"30SWG26",170,686,3.03529411764706,516
"30SWG25",188,766,3.07446808510638,578
"30SXJ33",518,834,0.61003861003861,316
"30SWG28",310,1209,2.9,899
"30SXJ32",397,781,0.967254408060453,384
"30SWG27",128,943,6.3671875,815
"30SXJ35",402,914,1.27363184079602,512
"30SXJ34",322,931,1.89130434782609,609
"30SWG29",359,1312,2.65459610027855,953
"30SXJ37",742,1062,0.431266846361186,320
"30SXJ36",443,1039,1.34537246049661,596
"30SXJ39",596,1203,1.01845637583893,607
"30SXJ38",423,1210,1.86052009456265,787
"30SWG20",259,1071,3.13513513513514,812
"30SWG22",270,1250,3.62962962962963,980
"30SWG21",257,1048,3.07782101167315,791
"30SXJ31",93,607,5.52688172043011,514
"30SXJ30",60,318,4.3,258
"30SXJ29",503,1016,1.01988071570577,513
"30SWG13",959,1205,0.256517205422315,246
"30SWG12",398,1219,2.06281407035176,821
"30SWG15",217,738,2.40092165898618,521
"30SWG14",299,1185,2.96321070234114,886
"30SXJ22",244,689,1.82377049180328,445
"30SWG17",212,1129,4.32547169811321,917
"30SXJ21",24,603,24.125,579
"30SWG16",172,775,3.50581395348837,603
"30SXJ24",295,793,1.68813559322034,498
"30SWG19",768,1428,0.859375,660
"30SXJ23",376,717,0.906914893617021,341
"30SWG18",466,1369,1.93776824034335,903
"30SXJ26",480,975,1.03125,495
"30SXJ25",130,805,5.19230769230769,675
"30SXJ28",374,1128,2.01604278074866,754
"30SXJ27",646,1002,0.551083591331269,356
"30SXJ60",209,880,3.21052631578947,671
"30SXJ62",723,1286,0.778699861687414,563
"30SXJ61",536,1123,1.09514925373134,587
"30SXJ64",830,1351,0.627710843373494,521
"30SXJ63",835,1359,0.627544910179641,524
"30TWL62",275,997,2.62545454545455,722
"30TWL61",497,997,1.00603621730382,500
"30TWL64",364,1072,1.94505494505495,708
"30TWL63",385,950,1.46753246753247,565
"30TWL66",187,912,3.87700534759358,725
"30TWL65",490,978,0.995918367346939,488
"30TWL68",296,733,1.47635135135135,437
"30TWL67",228,695,2.04824561403509,467
"30TWL60",325,1106,2.40307692307692,781
"30TWL59",213,839,2.93896713615023,626
"30TWL58",141,782,4.54609929078014,641
"30TWL51",439,904,1.05922551252847,465
"30TWL50",527,945,0.793168880455408,418
"30TWL53",367,989,1.69482288828338,622
"30TWL52",238,1004,3.21848739495798,766
"30TWL55",561,1103,0.966131907308378,542
"30TWL54",463,1182,1.55291576673866,719
"30TWL57",175,782,3.46857142857143,607
"30TWL56",375,1022,1.72533333333333,647
"30TWL91",270,1055,2.90740740740741,785
"30TWL90",258,1147,3.44573643410853,889
"30TWL93",212,886,3.17924528301887,674
"30TWL92",372,901,1.42204301075269,529
"30TWL84",177,870,3.91525423728814,693
"30TWL83",187,911,3.8716577540107,724
"30TWL86",107,776,6.25233644859813,669
"30TWL85",294,772,1.62585034013605,478
"30TWL88",331,815,1.46223564954683,484
"30TWL87",82,698,7.51219512195122,616
"30TWL89",371,948,1.55525606469003,577
"30TWL80",545,1168,1.14311926605505,623
"30TWL82",484,964,0.991735537190083,480
"30TWL81",436,1048,1.40366972477064,612
"30TTL78",295,1172,2.9728813559322,877
"30TTL77",619,1026,0.65751211631664,407
"30TTL79",303,1065,2.51485148514851,762
"30TWL73",376,931,1.47606382978723,555
"30TWL72",411,1010,1.45742092457421,599
"30TWL75",364,834,1.29120879120879,470
"30TWL74",286,963,2.36713286713287,677
"30TWL77",206,690,2.3495145631068,484
"30TTL70",66,780,10.8181818181818,714
"30TWL76",44,786,16.8636363636364,742
"30TWL79",241,963,2.99585062240664,722
"30TTL72",68,1062,14.6176470588235,994
"30TWL78",186,843,3.53225806451613,657
"30TTL71",58,786,12.551724137931,728
"30TTL74",552,1098,0.989130434782609,546
"30TTL73",819,1086,0.326007326007326,267
"30TTL76",154,1011,5.56493506493506,857
"30TTL75",289,889,2.07612456747405,600
"30TTL67",526,1069,1.03231939163498,543
"30TTL66",123,1040,7.45528455284553,917
"30TTL69",526,1135,1.15779467680608,609
"30TTL68",144,1202,7.34722222222222,1058
"30TTL61",454,734,0.616740088105727,280
"30TTL60",135,978,6.24444444444444,843
"30TTL63",461,1040,1.25596529284165,579
"30TTL62",201,991,3.93034825870647,790
"30TTL65",371,945,1.54716981132075,574
"30TTL64",302,1044,2.45695364238411,742
"30TTL99",252,823,2.26587301587302,571
"30TTL92",92,833,8.05434782608696,741
"30TTL91",47,615,12.0851063829787,568
"30TTL94",424,876,1.06603773584906,452
"30TTL93",425,874,1.05647058823529,449
"30TTL96",183,725,2.96174863387978,542
"30TTL95",302,809,1.67880794701987,507
"30TTL98",193,773,3.00518134715026,580
"30TTL97",141,759,4.38297872340426,618
"30TTL90",10,274,26.4,264
"30TTL89",213,960,3.50704225352113,747
"30TTL88",253,1048,3.14229249011858,795
"30TTL81",123,607,3.9349593495935,484
"30TTL80",88,648,6.36363636363636,560
"30TTL83",661,1092,0.652042360060514,431
"30TTL82",516,1025,0.986434108527132,509
"30TTL85",163,875,4.3680981595092,712
"30TTL84",405,1102,1.72098765432099,697
"30TTL87",141,925,5.56028368794326,784
"30TTL86",76,888,10.6842105263158,812
"30TXM15",474,835,0.761603375527426,361
"30TXM14",342,967,1.82748538011696,625
"30TXM17",545,1047,0.921100917431193,502
"30TXM16",441,930,1.10884353741497,489
"30TXM19",294,1320,3.48979591836735,1026
